serial no. of polling station,all india anna dravida munnetra kazhagam,naam tamilar katchi,dravida munnetra kazhagam,tamizhaga vaazhvurimai katchi,naam indiar party,aanaithinthiya jananayaka pathukappu kazhagam,bahujan dravida party,puthiya makkal tamil desam katchi,tamilaga vettri kazhagam,thamizhaka padaippalar makkal katchi,puthiya tamilagam,independent,independent.1,independent.2,independent.3,independent.4,independent.5,independent.6,independent.7,independent.8,total of valid votes,no. of rejected votes,nota,total,no. of tendered votes,building in which it will be located,polling areas,whether for all voters or men only or women only,building_clean,location_clean,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,AIADMK_Rank,NTK_Rank,DMK_Rank,TAVAK_Rank,NIP_Rank,PMTDK_Rank,TVK_Rank,IND1_Rank,IND2_Rank,IND3_Rank,IND4_Rank,IND5_Rank,IND6_Rank,IND7_Rank,IND8_Rank,IND9_Rank,Margin_Percentage,Total_Independent_Votes
348,114,62,132,0,0,0,0,0,262,2,2,0,0,0,2,0,0,0,0,2,578,0,2,580,0,"Coporation Primary School,  North Side  West  Portion Thachanallur.","1.Ward 1 Selva Viknesh Nagar
2.Ward 1 Sankarankovil  Road (Chatramputhukulam)
3.Ward 1 Sankarankovil  Road 999.OVERSEAS ELECTORS",General,Coporation Primary School,North Side  West  Portion Thachanallur.,tamilaga vettri kazhagam,262,132,130,dravida munnetra kazhagam,3,4,2,7,7,7,1,7,7,7,5,7,7,7,7,5,22.49134948096886,4
349,116,46,122,1,0,0,0,0,240,0,3,1,0,0,2,0,1,0,0,0,532,0,2,534,0,Coporation Primary School  North Side  East  Portion Thachanallur,1.Ward 1 Selva Viknesh Nagar 999.OVERSEAS ELECTORS,General,Coporation Primary School  North Side  East  Portion Thachanallur,Coporation Primary School  North Side  East  Portion Thachanallur,tamilaga vettri kazhagam,240,122,118,dravida munnetra kazhagam,3,4,2,6,9,9,1,6,9,9,5,9,6,9,9,9,22.18045112781955,4
350,182,51,113,2,2,0,1,1,294,3,3,0,1,0,3,2,2,1,2,0,663,0,1,664,0,"Kamarajar  Matriculation School   ,  Main building    1st  Room Madurai  Road Thachanallur","1.Ward 14 Senaiyar  Street
2.Ward 1 Gandhi  Statue  Street
3.Ward 14 Valajapettai  North Street
4.Ward 14 Valajapettai  Middle  Street 999.OVERSEAS ELECTORS",General,Kamarajar  Matriculation School,Main building    1st  Room Madurai  Road Thachanallur,tamilaga vettri kazhagam,294,182,112,all india anna dravida munnetra kazhagam,2,4,3,6,6,11,1,14,11,14,5,6,6,11,6,14,16.89291101055807,11
351,284,41,77,0,0,3,0,0,238,0,0,0,0,1,0,1,2,0,0,1,648,0,0,648,0,"Kamarajar  Matriculation School   ,  Main building    2nd Room Madurai  Road Thachanallur","1.Ward 14 Madurai  Road,
2.Ward 2 Grant  South Street  Madurai  Road
3.Ward 13 Madurai  Road Tharapuram Main Road
4.Ward 1,2 Grant  South Street
5.Ward 2 East  Thangamman Kovil  Street 999.OVERSEAS ELECTORS",General,Kamarajar  Matriculation School,Main building    2nd Room Madurai  Road Thachanallur,all india anna dravida munnetra kazhagam,284,238,46,tamilaga vettri kazhagam,1,4,3,9,9,9,2,9,9,6,9,6,5,9,9,6,7.098765432098765,5
352,170,30,82,1,0,0,0,0,149,0,2,0,0,0,0,1,2,0,0,2,439,0,2,441,0,"Kamarajar  Matriculation School   ,  Main building    3rd Room Madurai  Road Thachanallur","1.Ward 1,2 Grant  Middle  Street
2.Ward 1,2 Senaiyar  West  Street
3.Ward 1,2 Mangala Kudieruppu Pillaiyar  Kovil  Street
4.Ward 2 Gokul  Nagar 999.OVERSEAS ELECTORS",General,Kamarajar  Matriculation School,Main building    3rd Room Madurai  Road Thachanallur,all india anna dravida munnetra kazhagam,170,149,21,tamilaga vettri kazhagam,1,4,3,7,9,9,2,9,9,9,9,7,5,9,9,5,4.783599088838269,5
353,131,31,86,1,0,0,0,1,210,0,2,0,0,0,0,0,1,0,0,0,463,0,3,466,0,"Kamarajar  Matriculation School   ,North West  Building Thachanallur","1.Ward 1 Pajanaimada Street
2.Ward 1 Nalmeippar  Street 999.OVERSEAS ELECTORS",General,Kamarajar  Matriculation School,North West  Building Thachanallur,tamilaga vettri kazhagam,210,131,79,all india anna dravida munnetra kazhagam,2,4,3,5,8,5,1,8,8,8,8,8,5,8,8,8,17.06263498920087,1
354,129,53,139,0,0,0,0,1,212,0,1,0,0,0,0,0,2,0,0,0,537,0,0,537,0,"Venkatasamy Naidu Hr.Sec.School,  West  Side Chathirampudukulam","1.Ward 1 South Chidambaranagar  Ist  Street
2.Ward 1 South Chidambaranagar  IInd Street
3.Ward 1 South Chidambaranagar  IIIrd Street
4.Ward 1 South Chidambaranagar  East  Side  of  Road
5.Ward 1 South Chidambaranagar  West  Side  of  Road
6.Ward 1 Indra Nagar  (Madurai  Road) 999.OVERSEAS ELECTORS",General,Venkatasamy Naidu Hr.Sec.School,West  Side Chathirampudukulam,tamilaga vettri kazhagam,212,139,73,dravida munnetra kazhagam,3,4,2,7,7,6,1,7,7,7,7,7,5,7,7,7,13.59404096834264,2
355,81,33,104,5,0,0,0,0,170,1,1,0,0,1,0,0,2,0,1,0,399,0,1,400,0,"Venkatasamy Naidu Hr.Sec.School,  West  Side  3rd Portion from   South Chathirampudukulam","1.Ward 1 North Chidambaranagar
2.Ward 1 India Cement  Colony
3.Ward 1 Ganapathy Mill  Colony (Madurai  Road) 999.OVERSEAS ELECTORS",General,Venkatasamy Naidu Hr.Sec.School,West  Side  3rd Portion from   South Chathirampudukulam,tamilaga vettri kazhagam,170,104,66,dravida munnetra kazhagam,3,4,2,5,9,9,1,9,9,7,9,9,6,9,7,9,16.54135338345865,4
356,122,46,128,2,0,1,0,0,266,2,31,1,0,0,4,0,0,1,1,2,607,0,6,613,0,"Sri  Chithivinayagar  Sentamil  VidhyaSalai,  West  Portion, Chatrampudukulam.","1.Ward 1 Chithivinayagar  Kovil  Street
2.Ward 1 Chithivinayagar  North Street
3.Ward 1 Vannakudi  Street
4.Ward 1 Harijana Middle  Street  South Street
5.Ward 1 Harijana Kutti  Street
6.Ward 1 Harijana North Street 999.OVERSEAS ELECTORS",General,"Sri  Chithivinayagar  Sentamil  VidhyaSalai,  West  Portion",Chatrampudukulam.,tamilaga vettri kazhagam,266,128,138,dravida munnetra kazhagam,3,4,2,6,11,11,1,8,11,11,5,11,11,8,8,6,22.73476112026359,9
357,59,34,139,1,0,0,0,0,165,1,154,2,1,0,1,0,3,1,0,0,561,0,4,565,0,"Panchayat  Union Middle  School,  West  Portion,  Oorudaiyar Kudieruppu.","1.Ward 14 East  Oorudaiyarkudieruppu Ist  Street
2.Ward 14 East  Oorudaiyarkudieruppu IInd Street
3.Ward 14 East  Oorudaiyarkudieruppu IIIrd Street
4.Ward 14 East  Oorudaiyarkudieruppu Thenvadal  Puthumanai  Street
5.Ward 14 West  Oorudaiyarkudieruppu Ist  Street  New Colony
6.Ward 14 West  Oorudaiyarkudieruppu 2st  Street  New Colony 999.OVERSEAS ELECTORS",General,"Panchayat  Union Middle  School,  West  Portion",Oorudaiyar Kudieruppu.,tamilaga vettri kazhagam,165,139,26,dravida munnetra kazhagam,3,4,2,7,11,11,1,6,7,11,7,11,5,7,11,11,4.634581105169341,8
358,88,37,131,1,1,0,0,1,163,0,133,1,0,0,1,4,3,0,1,0,565,0,7,572,0,Tirunelveli  Corporation Thachanallur  Zone  Integrated Child Development   Project   Children's Centre  Number  - 33628060216 Oorudaiyankudieruppu .,"1.Ward 14 West  Oorudaiyarkudieruppu West  Street
2.Ward 14 West  Oorudaiyarkudieruppu South Street
3.Ward 14 Komba Madasamy Kovil  Street
4.Ward 14 Sivasakthi  Road First  South Street
5.Ward14 West  Ooorudaiyarkudieruppu Middle  Street  (Lane  Street)
6.Ward 14 West  Oorudaiyarkudieruppu Middle  Street  Amman Kovil South Street
7.Ward 14 Oorudaiyarkudieruppu North Street  (Amman Kovil  North Street)         8.Ward 14 Sivasakthi  Road 2nd South Street 999.OVERSEAS ELECTORS",General,Tirunelveli  Corporation Thachanallur  Zone  Integrated Child Development   Project   Children's Centre  Number  - 33628060216 Oorudaiyankudieruppu .,Tirunelveli  Corporation Thachanallur  Zone  Integrated Child Development   Project   Children's Centre  Number  - 33628060216 Oorudaiyankudieruppu .,tamilaga vettri kazhagam,163,131,32,dravida munnetra kazhagam,3,4,2,7,7,7,1,7,13,13,7,5,6,13,7,13,5.663716814159292,10
359,288,58,164,1,0,0,0,1,212,0,96,0,0,0,0,1,1,0,0,1,823,0,0,823,0,"Panchayat  Union Middle  School,  East  Portion,  Oorudaiyar Kudieruppu.","1.Ward 3 OorudaiyarKudieruppu Devamar  South Street
2.Ward 14 OorudaiyarKudieruppu Middle  Street
3.Ward 14 OorudaiyarKudieruppu North Street
4.Ward 14 Nambiyan Pacheri
5.Ward 14 Ananthapuram South Street
6.Ward 14 Ananthapuram Middle  Street
7.Ward 14 Ananthapuram Northt  Street
8.Ward 14 Theneerkulam Durgaiamman Kovil  Street
9.Ward 14 Theneerkulam South Street 999.OVERSEAS ELECTORS",General,"Panchayat  Union Middle  School,  East  Portion",Oorudaiyar Kudieruppu.,all india anna dravida munnetra kazhagam,288,212,76,tamilaga vettri kazhagam,1,4,3,5,10,5,2,10,10,10,10,5,5,10,10,5,9.234507897934387,3
360,152,34,182,1,0,1,0,0,227,1,11,0,0,0,1,0,1,0,0,0,611,0,5,616,0,"T.K.M. Kailasampillai  Middle  School,North West  Portion From North   Thatchanallur",1.Ward 3 Balapackiya Nagar 999.OVERSEAS ELECTORS,General,T.K.M. Kailasampillai  Middle  School,North West  Portion From North   Thatchanallur,tamilaga vettri kazhagam,227,182,45,dravida munnetra kazhagam,3,4,2,5,8,8,1,8,8,8,5,8,5,8,8,8,7.364975450081833,2
361,109,21,143,0,0,0,0,1,146,1,3,1,0,2,0,0,0,0,0,0,427,0,3,430,0,"T.K.M. Kailasampillai  Middle  School,  Thatchanallur",1.Ward 3 Balapackiya Nagar 999.OVERSEAS ELECTORS,General,T.K.M. Kailasampillai  Middle  School,Thatchanallur,tamilaga vettri kazhagam,146,143,3,dravida munnetra kazhagam,3,4,2,8,8,6,1,6,8,5,8,8,8,8,8,8,0.702576112412178,3
362,172,18,115,0,0,0,1,1,187,0,0,0,1,0,1,1,0,0,0,0,497,0,4,501,0,"K.M.G Nursery Primary School,  Tiles Building,  Thachanallur.",Ward 3 Sugar  Mill  Colony Ward 3 South Street 999.OVERSEAS ELECTORS,General,"K.M.G Nursery Primary School,  Tiles Building",Thachanallur.,tamilaga vettri kazhagam,187,172,15,all india anna dravida munnetra kazhagam,2,4,3,9,9,5,1,9,5,9,5,5,9,9,9,9,3.018108651911469,3
363,194,22,199,2,0,1,0,1,256,0,28,0,0,1,0,0,1,0,0,0,705,0,7,712,0,"K.M.G Nursery Primary School,  New Building,  Second Room, Thachanallur.","1.Ward 13 Ulagamman Kovil  Street
2.Ward 13 Mavadikulathangarai
3.Ward 13   Mathagadi  Pacheri  Street
4.Ward 13 Mathagadi  Middle  Street 999.OVERSEAS ELECTORS",General,"K.M.G Nursery Primary School,  New Building,  Second Room",Thachanallur.,tamilaga vettri kazhagam,256,199,57,dravida munnetra kazhagam,3,4,2,5,9,6,1,9,9,6,9,9,6,9,9,9,8.085106382978724,2
364,182,44,116,2,1,1,0,0,261,0,1,0,0,0,1,0,1,0,1,2,613,0,5,618,0,"K.M.G Nursery Primary School,  New Building,  Third Room, Thachanallur.","1.Ward 13 Mathagadi  South Street
2.Ward 14 Madurai  Road
3.Ward 3 Priya Garden
4.Ward 3 Balaji  Avenue  -  2nd Street  -  4,5,6 Street,  East  Street
5.Ward 13 East  Agraharam 999.OVERSEAS ELECTORS",General,"K.M.G Nursery Primary School,  New Building,  Third Room",Thachanallur.,tamilaga vettri kazhagam,261,182,79,all india anna dravida munnetra kazhagam,2,4,3,5,7,11,1,11,11,11,7,11,7,11,7,5,12.88743882544861,5
365,173,31,138,0,0,0,0,1,205,0,3,0,0,0,0,0,0,0,1,0,552,0,5,557,0,"K.M.G Nursery Primary School,  New Building,  Fourth Room, Thachanallur.","1.Ward 13 West  Street
2.Ward 13 West  Akraharam
3.Ward 13 North Street
4.Ward 13 Perumal  Sannathi  Street 999.OVERSEAS ELECTORS",General,"K.M.G Nursery Primary School,  New Building,  Fourth Room",Thachanallur.,tamilaga vettri kazhagam,205,173,32,all india anna dravida munnetra kazhagam,2,4,3,7,7,5,1,7,7,7,7,7,7,7,5,7,5.797101449275362,1
366,63,18,65,1,0,0,0,0,105,0,2,0,0,0,0,0,0,0,0,1,255,0,2,257,0,"K.M.G Nursery Primary School,  New Building,  west  side South Portion ,  Thachanallur.","1.Ward 3 Balaji  Avenue  North Street
2.Ward 13 South Street
3.Ward 13 Perumal  Kovil  West  Street 999.OVERSEAS ELECTORS",General,"K.M.G Nursery Primary School,  New Building,  west  side South Portion",Thachanallur.,tamilaga vettri kazhagam,105,65,40,dravida munnetra kazhagam,3,4,2,5,7,7,1,7,7,7,7,7,7,7,7,5,15.68627450980392,1
367,201,53,132,0,0,0,0,0,240,0,0,0,0,0,2,0,1,0,1,0,630,0,1,631,0,"Bangalow Middle  School,  South Building South Portion, Thachanallur.","1.Ward 13 Perumal  Kovil  South Street
2.Ward 13 Perumal  Sannathi  Street
3.Ward 13 Madan Kovil  Street
4.Ward 13 Madan Kovil  East  Street
5.Ward 13 Aasarimar  Street
6.Ward 13 Melur  South Street
7.Ward 13 School  Street
8.Ward 2 Mangala Kudieruppu (Vannar  Street)
9.Ward 13 Antoniyar  Kovil  Street
10.Ward 2 Kalaivanar  Street  (Pandarakkudi  Street) 999.OVERSEAS ELECTORS",General,"Bangalow Middle  School,  South Building South Portion",Thachanallur.,tamilaga vettri kazhagam,240,201,39,all india anna dravida munnetra kazhagam,2,4,3,8,8,8,1,8,8,8,5,8,6,8,6,8,6.190476190476191,4
368,199,42,131,2,0,0,0,1,287,1,2,0,0,0,1,1,0,0,1,0,668,0,1,669,0,"Bangalow Middle  School,North Building,  East  Portion, Thachanallur.","1.Ward 13 Puthuamman Kovil  Street
2.Ward 13 Naduvar  Street
3.Ward 13 Antoniyar  Kovil  North Street 999.OVERSEAS ELECTORS",General,"Bangalow Middle  School,North Building,  East  Portion",Thachanallur.,tamilaga vettri kazhagam,287,199,88,all india anna dravida munnetra kazhagam,2,4,3,5,10,6,1,10,10,10,6,6,10,10,6,10,13.17365269461078,3
369,314,33,54,0,0,0,0,1,267,0,1,0,0,0,0,2,4,0,0,1,677,0,3,680,0,"Bangalow Middle  School,  West  Portion,  Thachanallur.","1.Ward 2 Muthuramalinga Devar  Street
2.Ward 2 Palani  Street  (Vadukayar  Street)
3.Ward 2 Pillaiyar  Kovil  Street
4.Ward 2 Uchimakali  Amman Kovil  Street
5.Ward 2 Dislary Street 999.OVERSEAS ELECTORS",General,"Bangalow Middle  School,  West  Portion",Thachanallur.,all india anna dravida munnetra kazhagam,314,267,47,tamilaga vettri kazhagam,1,4,3,9,9,7,2,9,9,9,9,6,5,9,9,7,6.942392909896602,7
370,117,51,200,3,1,0,1,1,309,2,66,2,1,0,3,1,0,0,4,1,763,0,1,764,0,"Integrated Child Development  Centre,  Centre  No 33628120223 Karaieruppu.","1.Ward 1 R.  S.  A.  Nagar
2.Ward 13 Kamarajar  Street  (West  Side)
3.Ward 13 Near  Kamarajar  IIIrd Street
4.Ward 13 West  side  of  Road Melakkarai  Kamarajar  Ist  Street
5.Ward 1 Palkattalai  North Street
6.Ward 1 Palkattalai  South Street
7.Ward 1 Palkattalai  E Line
8.Ward 13 Keelakkarai  Kamalathar  Street
9.Ward 13 Keelakkarai  Harijan Street 999.OVERSEAS ELECTORS",General,Integrated Child Development  Centre,Centre  No 33628120223 Karaieruppu.,tamilaga vettri kazhagam,309,200,109,dravida munnetra kazhagam,3,4,2,6,9,9,1,8,9,14,6,9,14,14,5,9,14.28571428571428,12
371,119,76,239,2,0,1,0,1,316,1,73,1,1,0,1,0,1,1,4,0,837,0,4,841,0,Angawadi  Centre  Melakarai  Thachanallur,"1.Ward 13 Melakkarai  Kamarajar  IInd Street
2.Ward 13 Melakkarai  Kamarajar  IIIrd Street
3.Ward 13 Melakkarai  Kamarajar  IVthStreet
4.Ward 13 Melakkarai  North Street
5.Ward 13   Melakkarai
6.Ward 13 Melakkarai  New Colony
7.Ward 13 Melakkarai  Bye  Pass Road 999.OVERSEAS ELECTORS",General,Angawadi  Centre  Melakarai  Thachanallur,Angawadi  Centre  Melakarai  Thachanallur,tamilaga vettri kazhagam,316,239,77,dravida munnetra kazhagam,3,4,2,6,13,7,1,7,7,13,7,13,7,7,5,13,9.19952210274791,9
372,286,50,151,2,2,0,0,0,234,0,2,0,0,0,6,0,7,0,3,0,743,0,1,744,0,"Ayyasamy Memorial  Middle  School,  South Block, Karaieruppu.","1.Ward 2 Karaieruppu First  Street
2.Ward 2 Karaieruppu Second Street
3.Ward 2 Karaieruppu Third Street
4.Ward 2 Karaieruppu Fourth Street
5.Ward 2 Karaieruppu Fifth Street
6.Ward 2 Karaieruppu Sixth Street
7.Ward 2 Karaieruppu Amman Kovil  Street 999.OVERSEAS ELECTORS",General,"Ayyasamy Memorial  Middle  School,  South Block",Karaieruppu.,all india anna dravida munnetra kazhagam,286,234,52,tamilaga vettri kazhagam,1,4,3,8,8,10,2,10,10,10,6,10,5,10,7,10,6.998654104979811,16
373,245,62,144,3,0,2,0,2,269,2,3,1,0,0,1,1,6,0,0,2,743,0,0,743,0,"Ayyasamy Memorial  Middle  School,  East  Block,  Karaieruppu.","1.Ward 2 Karaieruppu North Street
2.Ward 2 Karaieruppu Nadar  Street
3.Ward 2 Karaieruppu Devar  Street
4.Ward 2 Karaieruppu SC Street
5.Ward 2 Karaieruppu Road (West  Side)
6.Ward 2 Last  Area of  the  corporation 999.OVERSEAS ELECTORS",General,"Ayyasamy Memorial  Middle  School,  East  Block",Karaieruppu.,tamilaga vettri kazhagam,269,245,24,all india anna dravida munnetra kazhagam,2,4,3,6,12,7,1,9,12,12,9,9,5,12,12,7,3.230148048452221,11
374,87,40,72,0,0,0,0,0,104,0,0,0,0,1,1,0,0,0,0,1,306,0,0,306,0,"Ayyasamy Memorial  Middle  School,  North Centre  Portion , Karaieruppu.","1.Ward 2 Sundarapuram First  Street
2.Ward 2 Sundarapuram Second Street
3.Ward 2 Sundarapuram Third Street
4.Ward 2 Sundarapuram Fouth Street
5.Ward 2 Sundarapuram Fifth Street
6.Ward 2 Chettikulam 999.OVERSEAS ELECTORS",General,"Ayyasamy Memorial  Middle  School,  North Centre  Portion",Karaieruppu.,tamilaga vettri kazhagam,104,87,17,all india anna dravida munnetra kazhagam,2,4,3,8,8,8,1,8,8,5,5,8,8,8,8,5,5.555555555555555,3
375,68,48,147,2,0,0,0,1,240,0,62,1,0,0,1,0,0,0,0,0,570,0,1,571,0,"Panchayat  Union Primary School,  North Portion, Pirayankulam, Azhaganeri.","1.Ward 13 Tharapuram Main Road
2.Ward 13Tharapuram Middle  Street
3.Ward 2 Azhaganeri  Arunthathiyar  Street
4.Ward 2 Azhaganeri  Harijana Street
5.Ward 2 Nadar  Street 999.OVERSEAS ELECTORS",General,"Panchayat  Union Primary School,  North Portion, Pirayankulam",Azhaganeri.,tamilaga vettri kazhagam,240,147,93,dravida munnetra kazhagam,3,4,2,5,9,6,1,6,9,9,6,9,9,9,9,9,16.31578947368421,2
376,150,54,210,0,0,0,0,0,288,1,13,0,0,0,4,0,0,0,1,1,722,0,3,725,0,"Panchayat  Union Primary School,  South Portion, Pirankulam Azhaganeri.","1.Ward 2 Maravar  Street  Azhaganeri
2.Ward 2 Pillaiyar  Kovil  Street
3.Ward 13 Pirayankulam
4.Ward 2 Tharapuram New Colony 999.OVERSEAS ELECTORS",General,"Panchayat  Union Primary School,  South Portion",Pirankulam Azhaganeri.,tamilaga vettri kazhagam,288,210,78,dravida munnetra kazhagam,3,4,2,8,8,8,1,8,8,8,5,8,8,8,6,6,10.80332409972299,6
377,113,53,202,0,0,0,2,4,274,0,43,4,0,1,2,0,0,0,0,0,698,0,3,701,0,"Harijan Primary School,  South Block,  Senthimangalam.","1.Ward 3 Manimoortheeswaram Pillaimar  Street
2.Ward 3 Manimoortheeswaram Valavanthaamman Kovil  Street 999.OVERSEAS ELECTORS",General,"Harijan Primary School,  South Block",Senthimangalam.,tamilaga vettri kazhagam,274,202,72,dravida munnetra kazhagam,3,4,2,9,9,5,1,5,9,8,7,9,9,9,9,9,10.31518624641834,7
378,140,44,278,3,0,1,0,1,189,1,66,1,0,0,0,2,4,0,3,3,736,0,3,739,0,"Harijan Primary School,  North Block,  Senthimangalam.","1.Ward 3 North Harijan Street  (Perumal  Kovil  Street)
2.Ward 3 Maravar  Street  (Pillaiyar  Kovil  Street)
3.Ward 3 Pillaimar  Chellapandi  Nagar. 999.OVERSEAS ELECTORS",General,"Harijan Primary School,  North Block",Senthimangalam.,dravida munnetra kazhagam,278,189,89,tamilaga vettri kazhagam,3,4,1,6,12,10,2,10,12,12,12,9,5,12,6,6,12.09239130434783,13
379,90,22,214,1,0,0,0,3,173,0,86,0,0,2,4,0,0,0,0,0,595,0,1,596,0,Tirunelveli  Corporation Child Care  Center  Center  No -18 Udaiyarpatti.,1.Ward 3 Selviamman Kovil  North Street 999.OVERSEAS ELECTORS,General,Tirunelveli  Corporation Child Care  Center  Center  No -18 Udaiyarpatti.,Tirunelveli  Corporation Child Care  Center  Center  No -18 Udaiyarpatti.,dravida munnetra kazhagam,214,173,41,tamilaga vettri kazhagam,3,4,1,8,9,6,2,9,9,7,5,9,9,9,9,9,6.890756302521009,6
380,38,7,56,0,0,1,0,2,50,1,26,0,0,0,1,1,0,0,0,0,183,0,0,183,0,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  Middle  Room, Udaiyarpatti.","1.Ward 3 Anna Nagar
2.Ward 3 Thachanallur  Road. 999.OVERSEAS ELECTORS",General,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  Middle  Room",Udaiyarpatti.,dravida munnetra kazhagam,56,50,6,tamilaga vettri kazhagam,3,4,1,8,8,5,2,8,8,8,6,6,8,8,8,8,3.278688524590164,2
381,162,39,139,1,0,0,0,0,183,1,3,0,0,1,0,0,0,1,2,0,532,0,3,535,0,Tirunelveli  Corporation Child Care  Center  Center  No -16 Udaiyarpatti.,"1.Ward 12 Madurai  Road
2.Ward 12 Valavanthaamman Kovil  Street
3.Ward 12 Udaiyarpatti  Sangilipoothathan Street South Part
999.OVERSEAS ELECTORS",General,Tirunelveli  Corporation Child Care  Center  Center  No -16 Udaiyarpatti.,Tirunelveli  Corporation Child Care  Center  Center  No -16 Udaiyarpatti.,tamilaga vettri kazhagam,183,162,21,all india anna dravida munnetra kazhagam,2,4,3,6,9,9,1,9,9,6,9,9,9,6,5,9,3.947368421052631,4
382,144,34,167,1,1,0,0,1,235,0,0,0,0,0,1,0,1,0,0,0,585,0,4,589,0,"Renganathan Corporation Primary School,  North Portion West  Building,  North Part,  Senthimangalam, Udaiyarpatti.","1.Ward12 Udaiyarpatti  Kalaivanar  Street
2.Ward 3 North Balapackia Nagar  Main Road
3.Ward 3 North Balapackia Nagar  First  Street
4.Ward 3 North Balapackia Nagar  Second Street
5.Ward 3 North Balapackia Nagar  Third Street
6.Ward 3 North Balapackia Nagar  Fourth Street
7.Ward 3 North Balapackia Nagar  Railway Line
8.Ward 3 Bye  Pass Road
9.Ward 3 Sivanthi  Nagar
10.Ward 3 Venkatachapathy Appartment  (Madurai  Road)
11.Ward 3 Narasimaparvathi  Appartment
12.Ward 3 Madurai  Road Railway Police  Quarters
13.Ward 12 Thilak Nagar  (Thatchai  Road 999.OVERSEAS ELECTORS",General,"Renganathan Corporation Primary School,  North Portion West  Building,  North Part,  Senthimangalam",Udaiyarpatti.,tamilaga vettri kazhagam,235,167,68,dravida munnetra kazhagam,3,4,2,5,5,5,1,10,10,10,5,10,5,10,10,10,11.62393162393162,2
383,95,57,128,1,0,0,0,0,149,0,1,0,0,0,1,1,1,0,0,0,434,0,3,437,0,"Renganathan Corporation Primary School,  North Building, East  Portion,  First  Room, Udaiyarpatti.","1.Ward 12 Udaiyarpatti  Aatrankarai  Road
2.Ward 12 Kamatchiamman Kovil  Street
3.Ward 12 Panneerselvam Street
4.Ward 12 Gokulam Street 999.OVERSEAS ELECTORS",General,"Renganathan Corporation Primary School,  North Building, East  Portion,  First  Room",Udaiyarpatti.,tamilaga vettri kazhagam,149,128,21,dravida munnetra kazhagam,3,4,2,5,9,9,1,9,9,9,5,5,5,9,9,9,4.838709677419355,3
384,100,31,116,2,0,0,0,0,143,0,1,0,0,0,0,0,0,0,0,0,393,0,3,396,0,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  East  Fist  Room, Udaiyarpatti.","1.Ward 12 Annai  Sathya Street
2.Ward 12 Udaiyarpatti  Salai  Street
3.Ward 12 Kannaki  Street 999.OVERSEAS ELECTORS",General,"Sri  Renganathan Corporation Primary School,  North Building,  South Face  ,  East  Fist  Room",Udaiyarpatti.,tamilaga vettri kazhagam,143,116,27,dravida munnetra kazhagam,3,4,2,5,6,6,1,6,6,6,6,6,6,6,6,6,6.870229007633588,0
385,120,28,94,0,1,0,0,1,199,0,1,0,0,0,0,0,2,0,0,0,446,0,0,446,0,"S.T.C.  Branch Middle  School,  Western Side,  New Building, North Portion,  Salai  Street,  Megalingapuram, Sindupoondurai.",1.Ward 12 Mehalingapuram North Street 999.OVERSEAS ELECTORS,General,"S.T.C.  Branch Middle  School,  Western Side,  New Building, North Portion,  Salai  Street,  Megalingapuram",Sindupoondurai.,tamilaga vettri kazhagam,199,120,79,all india anna dravida munnetra kazhagam,2,4,3,8,6,6,1,8,8,8,8,8,5,8,8,8,17.71300448430494,2
386,168,38,195,1,1,0,0,1,268,0,1,1,0,1,0,0,0,1,1,2,679,0,5,684,0,"S.T.C.  Branch Middle  School,Main Building, Megalingapuram Salai  Street,  Sindupoondurai.",1.Ward 12   Megalingapuram Salai  Street 999.OVERSEAS ELECTORS,General,"S.T.C.  Branch Middle  School,Main Building, Megalingapuram Salai  Street",Sindupoondurai.,tamilaga vettri kazhagam,268,195,73,dravida munnetra kazhagam,3,4,2,6,6,6,1,6,13,6,13,13,13,6,6,5,10.75110456553756,6
